id,pres1_jenjang,pres2_jenjang,pres3_jenjang,juara_pres1,juara_pres2,juara_pres3
4175,,,,,,
4176,Internasional,Nasional,Nasional,Juara 1,Juara 2,
4177,,,,,,
4178,,,,,,
4181,Nasional,,,Medali Perak,,
4182,,,,,,
4183,,,,,,
4184,,,,,,
4186,,,,,,
4187,,,,,,
4192,,,,,,
4193,,,,,,
4194,,,,,,
4195,Nasional,Nasional,,,Medali Perunggu,
4196,Kabupaten/Kota,Kabupaten/Kota,,,,
4197,,,,,,
4199,,,,,,
4227,,,,,,
4228,,,,,,
4229,Nasional,Propinsi,Propinsi,Juara 2,Juara 1,Juara 1
4231,,,,,,
4237,,,,,,
4239,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
4244,Nasional,Internasional,,Medali Perunggu,Medali Emas,
4245,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
4246,,,,,,
4248,Propinsi,Nasional,Kabupaten/Kota,,,
4252,,,,,,
4253,,,,,,
4254,,,,,,
4255,,,,,,
4256,,,,,,
4257,Nasional,Propinsi,,Juara 3,Juara 2,
4258,,,,,,
4261,Kabupaten/Kota,,,Juara 2,,
4262,,,,,,
4264,,,,,,
4268,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 1
4269,Propinsi,,,,,
4270,Nasional,Nasional,Nasional,Juara 1,,
4273,,,,,,
4275,Nasional,,,Juara 1,,
4276,,,,,,
4277,,,,,,
4278,,,,,,
4279,,,,,,
4282,,,,,,
4283,,,,,,
4285,,,,,,
4287,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
4289,,,,,,
4290,Kabupaten/Kota,Nasional,Propinsi,,,Juara 1
4291,Kabupaten/Kota,Kabupaten/Kota,,Juara 3,Juara 1,
4295,,,,,,
4297,Nasional,Nasional,Nasional,,,
4298,Nasional,,,Medali Perak,,
4299,,,,,,
4300,,,,,,
4301,,,,,,
4303,Kabupaten/Kota,,,Juara 1,,
4304,,,,,,
4305,,,,,,
4306,Propinsi,,,Juara 3,,
4308,Propinsi,Nasional,Kabupaten/Kota,,,
4312,,,,,,
4313,,,,,,
4314,Nasional,Nasional,Nasional,,,
4317,,,,,,
4320,Propinsi,Nasional,Kabupaten/Kota,Juara 3,,Juara 1
4321,,,,,,
4325,Nasional,,,Juara 1,,
4326,,,,,,
4327,,,,,,
4328,,,,,,
4330,Kabupaten/Kota,Propinsi,Nasional,,,
4334,,,,,,
4335,,,,,,
4336,Kabupaten/Kota,,,Juara 1,,
4342,Kabupaten/Kota,Nasional,,Juara 3,,
4345,,,,,,
4347,,,,,,
4350,,,,,,
4351,Nasional,Kabupaten/Kota,Nasional,Juara 2,Juara 1,
4352,,,,,,
4353,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 1,
4355,Propinsi,Kabupaten/Kota,,Juara 3,,
4356,Propinsi,,,,,
4360,,,,,,
4361,Nasional,,,,,
4363,,,,,,
4364,Nasional,Internasional,Nasional,Juara 3,,
4366,Nasional,Kabupaten/Kota,,Juara 3,Juara 3,
4368,Nasional,,,Juara 1,,
4369,,,,,,
4370,,,,,,
4371,,,,,,
4376,Internasional,Nasional,Nasional,Juara 1,Juara 2,
4380,,,,,,
4382,Kabupaten/Kota,Propinsi,Propinsi,Juara 1,,
4383,,,,,,
4384,,,,,,
4386,Kabupaten/Kota,,,,,
4389,Nasional,Kabupaten/Kota,Nasional,Juara 2,,
4392,Kabupaten/Kota,Nasional,Nasional,,,
4394,,,,,,
4395,,,,,,
4396,,,,,,
4399,,,,,,
4402,,,,,,
4403,Kabupaten/Kota,,,,,
4406,,,,,,
4408,,,,,,
4409,,,,,,
4411,Nasional,,,Medali Perak,,
4412,Nasional,Nasional,Nasional,,Juara 1,
4415,,,,,,
4416,Propinsi,Propinsi,Propinsi,Juara 2,Juara 2,
4417,Kabupaten/Kota,,,,,
4419,Nasional,Nasional,,Juara 3,Juara 3,
4420,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
4422,,,,,,
4423,Kabupaten/Kota,Propinsi,,Juara 1,Juara 1,
4424,Nasional,,,Medali Emas,,
4426,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 1
4432,,,,,,
4433,Nasional,Nasional,Kabupaten/Kota,Medali Perunggu,Medali Perak,
4434,Nasional,Kabupaten/Kota,Propinsi,,Juara 3,Juara 3
4435,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 1
4437,Kabupaten/Kota,,,Juara 1,,
4438,Kabupaten/Kota,Kabupaten/Kota,,,,
4439,,,,,,
4440,,,,,,
4442,Nasional,Nasional,Nasional,,,
4447,,,,,,
4449,Nasional,Nasional,Nasional,,,
4450,,,,,,
4451,Nasional,Kabupaten/Kota,,Juara 3,,
4453,Propinsi,Nasional,Nasional,Juara 3,,
4455,,,,,,
4456,Kabupaten/Kota,,,,,
4458,Nasional,Nasional,Nasional,Juara 3,,
4459,Kabupaten/Kota,,,,,
4460,,,,,,
4461,,,,,,
4464,,,,,,
4466,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
4467,,,,,,
4468,Nasional,Kabupaten/Kota,Nasional,Medali Perak,Juara 3,Medali Emas
4470,,,,,,
4478,,,,,,
4479,Nasional,Internasional,Kabupaten/Kota,,,
4481,Internasional,Kabupaten/Kota,Kabupaten/Kota,Medali Emas,Juara 1,Juara 3
4482,Propinsi,Kabupaten/Kota,Propinsi,,Juara 3,Juara 2
4483,Kabupaten/Kota,,,Juara 2,,
4487,Internasional,Internasional,Nasional,Juara 2,Juara 3,Juara 2
4493,,,,,,
4498,Nasional,,,,,
4499,,,,,,
4501,Kabupaten/Kota,Kabupaten/Kota,,,,
4506,,,,,,
4509,Kabupaten/Kota,,,Juara 3,,
4511,Nasional,Kabupaten/Kota,Nasional,Juara 2,Juara 2,
4512,,,,,,
4513,Kabupaten/Kota,,,,,
4515,Nasional,,,,,
4516,,,,,,
4517,Nasional,,,Medali Emas,,
4518,,,,,,
4521,Nasional,,,,,
4522,Nasional,Nasional,Nasional,,Juara 1,Juara 2
4523,Kabupaten/Kota,,,Juara 3,,
4524,Internasional,Nasional,Kabupaten/Kota,Juara 1,Juara 2,
4525,Nasional,Kabupaten/Kota,,,,
4526,Nasional,,,,,
4527,Nasional,Nasional,,,,
4528,,,,,,
4529,Nasional,Nasional,,Juara 3,,
4530,Kabupaten/Kota,,,,,
4531,,,,,,
4533,Nasional,Nasional,,Medali Emas,Medali Emas,
4536,,,,,,
4539,,,,,,
4540,,,,,,
4543,Propinsi,Propinsi,Kabupaten/Kota,Juara 3,,
4544,,,,,,
4545,Propinsi,,,,,
4546,,,,,,
4547,Kabupaten/Kota,,,Juara 2,,
4551,,,,,,
4552,,,,,,
4555,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
4557,,,,,,
4560,Kabupaten/Kota,,,,,
4567,Nasional,,,,,
4568,,,,,,
4571,Nasional,,,,,
4577,Nasional,Internasional,Kabupaten/Kota,Medali Perak,Medali Emas,
4585,,,,,,
4591,,,,,,
4592,Propinsi,Nasional,Propinsi,Juara 1,Juara 3,Juara 1
4598,Kabupaten/Kota,,,,,
4599,,,,,,
4600,,,,,,
4601,Nasional,Nasional,,,,
4602,,,,,,
4603,,,,,,
4604,,,,,,
4605,Kabupaten/Kota,Propinsi,Nasional,,,
4610,,,,,,
4617,,,,,,
4618,Nasional,Nasional,Propinsi,,,Juara 2
4619,,,,,,
4621,Propinsi,Kabupaten/Kota,,,Juara 2,
4622,,,,,,
4623,Nasional,Kabupaten/Kota,,,,
4624,,,,,,
4626,Kabupaten/Kota,,,,,
4628,,,,,,
4629,Nasional,Nasional,,,,
4630,,,,,,
4632,,,,,,
4633,,,,,,
4635,Nasional,,,,,
4636,,,,,,
4638,,,,,,
4639,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
4643,Propinsi,Nasional,Internasional,Juara 1,,
4645,,,,,,
4648,Nasional,Nasional,,,Medali Perak,
4649,Nasional,Nasional,Nasional,,,
4650,Kabupaten/Kota,,,,,
4654,,,,,,
4656,,,,,,
4659,Kabupaten/Kota,,,Juara 2,,
4661,,,,,,
4662,Kabupaten/Kota,,,,,
4663,Kabupaten/Kota,Internasional,,,,
4664,,,,,,
4665,,,,,,
4666,Kabupaten/Kota,Kabupaten/Kota,,,Juara 1,
4667,,,,,,
4671,,,,,,
4673,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
4674,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
4675,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
4677,,,,,,
4678,,,,,,
4679,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perak,
4680,,,,,,
4681,,,,,,
4682,,,,,,
4684,,,,,,
4688,Internasional,Nasional,Nasional,Juara 1,Juara 1,Juara 2
4689,Kabupaten/Kota,Internasional,Nasional,Juara 1,Medali Perak,Medali Emas
4691,Nasional,Kabupaten/Kota,,Juara 3,,
4692,Kabupaten/Kota,,,,,
4697,Nasional,Nasional,Nasional,,,
4699,,,,,,
4709,Kabupaten/Kota,,,Juara 3,,
4710,,,,,,
4711,,,,,,
4713,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,
4714,,,,,,
4715,,,,,,
4716,Nasional,Nasional,Nasional,Medali Emas,,Medali Perak
4718,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perunggu,
4719,,,,,,
4720,Kabupaten/Kota,Nasional,Kabupaten/Kota,Juara 2,,
4727,Nasional,Nasional,Nasional,,,
4730,Kabupaten/Kota,,,,,
4731,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perak
4735,,,,,,
4737,,,,,,
4741,,,,,,
4743,,,,,,
4744,Kabupaten/Kota,,,,,
4745,,,,,,
4749,Propinsi,,,Juara 2,,
4750,Nasional,Nasional,,,,
4751,Nasional,Nasional,Nasional,Juara 1,Medali Emas,Medali Emas
4753,Nasional,,,,,
4754,Nasional,Propinsi,Nasional,,,
4755,Nasional,Nasional,,Medali Emas,Medali Perak,
4757,Nasional,Propinsi,,,,
4760,Nasional,Nasional,Internasional,,,
4763,Nasional,Nasional,Nasional,Medali Emas,,
4768,,,,,,
4769,Nasional,,,,,
4770,Propinsi,Propinsi,Propinsi,Juara 3,Juara 2,Juara 1
4776,Nasional,Kabupaten/Kota,,,,
4777,Nasional,Nasional,,,,
4780,,,,,,
4783,Internasional,Nasional,Internasional,Medali Emas,Juara 2,Medali Perak
4784,,,,,,
4785,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,
4786,Propinsi,Nasional,Nasional,,Medali Emas,Medali Perak
4787,,,,,,
4788,Nasional,,,Juara 2,,
4792,,,,,,
4796,,,,,,
4797,,,,,,
4798,,,,,,
4799,Nasional,Nasional,Nasional,,,
4801,,,,,,
4803,,,,,,
4806,,,,,,
4808,,,,,,
4809,,,,,,
4810,,,,,,
4811,,,,,,
4812,Propinsi,Kabupaten/Kota,,,,
4813,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 3,
4814,,,,,,
4816,Propinsi,,,,,
4817,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
4820,,,,,,
4822,,,,,,
4823,Nasional,Nasional,Nasional,Medali Emas,Medali Perunggu,Medali Perunggu
4824,,,,,,
4825,,,,,,
4826,,,,,,
4827,,,,,,
4830,,,,,,
4834,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,
4835,,,,,,
4837,,,,,,
4839,,,,,,
4840,,,,,,
4841,,,,,,
4842,,,,,,
4843,Kabupaten/Kota,Kabupaten/Kota,,,,
4844,,,,,,
4845,Kabupaten/Kota,Nasional,,Juara 2,,
4846,Internasional,Internasional,Internasional,,,
4847,Propinsi,,,,,
4849,,,,,,
4850,Internasional,Nasional,Nasional,,Medali Perunggu,Medali Perunggu
4851,,,,,,
4853,Kabupaten/Kota,Nasional,,,Medali Perak,
4855,,,,,,
4859,Internasional,Nasional,,,Medali Emas,
4860,,,,,,
4861,,,,,,
4862,Nasional,,,Juara 3,,
4867,Nasional,Nasional,,,,
4868,,,,,,
4878,,,,,,
4879,Kabupaten/Kota,,,,,
4880,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 3,,
4881,Nasional,Nasional,Nasional,Juara 3,Juara 3,
4885,,,,,,
4886,Nasional,Kabupaten/Kota,Kabupaten/Kota,Medali Perak,,
4889,,,,,,
4890,,,,,,
4891,,,,,,
4892,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
4894,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perak
4895,,,,,,
4897,Kabupaten/Kota,Nasional,,Juara 2,,
4898,Internasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
4899,Kabupaten/Kota,,,Juara 2,,
4900,,,,,,
4902,,,,,,
4907,,,,,,
4908,Nasional,,,,,
4909,Kabupaten/Kota,Nasional,,Juara 1,,
4910,,,,,,
4911,,,,,,
4912,,,,,,
4913,,,,,,
4914,,,,,,
4917,Kabupaten/Kota,Nasional,,Juara 2,,
4921,,,,,,
4923,Nasional,,,,,
4924,,,,,,
4925,,,,,,
4926,,,,,,
4927,Nasional,Nasional,,Juara 3,Juara 3,
4928,,,,,,
4929,,,,,,
4930,Kabupaten/Kota,,,,,
4931,Kabupaten/Kota,,,,,
4932,,,,,,
4933,Kabupaten/Kota,,,Juara 3,,
4934,,,,,,
4936,Nasional,,,Medali Perak,,
4938,Kabupaten/Kota,,,,,
4939,Nasional,Nasional,,Medali Perak,Medali Perak,
4941,,,,,,
4944,,,,,,
4946,Kabupaten/Kota,,,Juara 1,,
4947,,,,,,
4948,,,,,,
4950,Nasional,Nasional,Internasional,,,
4952,Kabupaten/Kota,Nasional,Nasional,Juara 3,Medali Perak,Juara 3
4953,,,,,,
4954,,,,,,
4955,,,,,,
4958,Nasional,Nasional,,,,
4959,,,,,,
4960,Kabupaten/Kota,Propinsi,,,Juara 3,
4962,Internasional,Nasional,Nasional,Juara 1,,
4963,,,,,,
4964,,,,,,
4966,,,,,,
4967,,,,,,
4968,Kabupaten/Kota,,,,,
4971,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perak
4973,Kabupaten/Kota,,,,,
4974,Kabupaten/Kota,Nasional,,,,
4976,Nasional,Kabupaten/Kota,Internasional,Juara 2,,
4977,Kabupaten/Kota,,,,,
4978,Propinsi,Nasional,Nasional,,,
4979,Nasional,,,,,
4983,,,,,,
4984,Kabupaten/Kota,,,Juara 3,,
4985,Internasional,Nasional,Internasional,,Juara 2,
4986,,,,,,
4988,,,,,,
4989,,,,,,
4990,Kabupaten/Kota,Nasional,,,,
4992,Kabupaten/Kota,Nasional,Nasional,,,
4993,Nasional,Nasional,Nasional,,,
4994,Kabupaten/Kota,,,,,
4995,,,,,,
4996,,,,,,
4997,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Perak
4998,Nasional,Nasional,Internasional,Juara 2,,
4999,Nasional,Nasional,Kabupaten/Kota,Juara 2,,
5000,,,,,,
5001,Nasional,Propinsi,,Juara 1,,
5002,,,,,,
5003,Nasional,Nasional,Nasional,,,
5004,Nasional,Nasional,,Medali Emas,Medali Emas,
5006,Nasional,Nasional,,Medali Emas,Medali Emas,
5007,Nasional,Propinsi,Nasional,Medali Emas,Juara 2,
5008,Propinsi,Propinsi,Nasional,Juara 1,Juara 2,Juara 1
5010,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,
5014,Internasional,Internasional,Nasional,Medali Emas,,
5015,,,,,,
5018,,,,,,
5020,,,,,,
5028,,,,,,
5030,,,,,,
5032,,,,,,
5033,Nasional,Internasional,Internasional,,Medali Perak,Medali Perak
5034,Nasional,,,,,
5035,,,,,,
5036,Internasional,Nasional,,Medali Perak,,
5037,Kabupaten/Kota,,,,,
5038,,,,,,
5039,,,,,,
5041,,,,,,
5043,Internasional,Internasional,Kabupaten/Kota,,,
5044,,,,,,
5046,Nasional,Nasional,Kabupaten/Kota,Juara 1,Juara 1,Juara 1
5049,Nasional,,,,,
5051,Internasional,Propinsi,,Juara 2,Juara 3,
5052,,,,,,
5053,,,,,,
5055,Kabupaten/Kota,Nasional,Nasional,,Medali Emas,Medali Perak
5057,Propinsi,Propinsi,,,,
5060,,,,,,
5061,,,,,,
5062,Nasional,,,,,
5064,Nasional,,,Juara 2,,
5069,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
5072,,,,,,
5074,Propinsi,Kabupaten/Kota,Propinsi,Juara 2,Juara 3,
5075,Internasional,Internasional,Internasional,Juara 3,,
5080,,,,,,
5083,,,,,,
5085,Propinsi,Internasional,Nasional,Juara 1,Medali Perunggu,Juara 1
5086,Kabupaten/Kota,Kabupaten/Kota,,,,
5090,,,,,,
5093,Nasional,Propinsi,Internasional,Medali Emas,Juara 3,Medali Perunggu
5094,Kabupaten/Kota,,,,,
5095,Kabupaten/Kota,Propinsi,Propinsi,,Juara 3,Juara 3
5100,Nasional,Nasional,Kabupaten/Kota,Juara 2,Juara 3,Juara 1
5101,Kabupaten/Kota,,,,,
5104,Kabupaten/Kota,,,,,
5106,,,,,,
5107,,,,,,
5108,,,,,,
5109,,,,,,
5114,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perak
5116,Kabupaten/Kota,,,,,
5117,Kabupaten/Kota,Nasional,Nasional,Juara 2,,
5118,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,,
5120,,,,,,
5121,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,Medali Emas
5123,Internasional,Internasional,Kabupaten/Kota,Medali Emas,Medali Emas,
5126,Nasional,,,Medali Emas,,
5127,Kabupaten/Kota,Kabupaten/Kota,,Juara 3,Juara 3,
5129,Nasional,Internasional,Internasional,,Medali Emas,Medali Emas
5131,,,,,,
5132,,,,,,
5133,,,,,,
5135,,,,,,
5141,Kabupaten/Kota,Propinsi,Nasional,,Juara 2,Medali Perak
5142,,,,,,
5143,Nasional,,,Medali Perak,,
5145,,,,,,
5146,Kabupaten/Kota,Nasional,Nasional,,,
5151,,,,,,
5152,,,,,,
5155,Propinsi,,,,,
5158,Nasional,,,Juara 1,,
5159,,,,,,
5162,Internasional,Internasional,Nasional,Juara 2,Juara 1,Juara 2
5164,Nasional,Nasional,Kabupaten/Kota,Juara 2,Juara 3,Juara 3
5165,Nasional,Nasional,Propinsi,,,
5166,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
5167,Kabupaten/Kota,Nasional,Kabupaten/Kota,,,
5168,,,,,,
5170,,,,,,
5171,,,,,,
5173,Nasional,Nasional,,,Medali Perunggu,
5174,,,,,,
5175,Nasional,,,Medali Perunggu,,
5176,,,,,,
5177,,,,,,
5179,,,,,,
5182,Propinsi,Nasional,Propinsi,,,
5183,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,
5187,,,,,,
5188,,,,,,
5189,,,,,,
5191,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 2,
5194,Nasional,,,Medali Perak,,
5198,Nasional,Nasional,Nasional,Juara 2,,Medali Emas
5199,Nasional,Nasional,,Medali Emas,Medali Perak,
5200,,,,,,
5201,Propinsi,Propinsi,Propinsi,Juara 1,,
5202,Nasional,Nasional,,Medali Perak,,
5203,,,,,,
5204,,,,,,
5206,,,,,,
5207,Nasional,,,,,
5208,Kabupaten/Kota,,,Juara 2,,
5209,,,,,,
5210,Kabupaten/Kota,,,,,
5212,Nasional,Nasional,Kabupaten/Kota,,Juara 2,
5215,,,,,,
5216,Propinsi,Nasional,Nasional,Juara 2,Medali Emas,Medali Emas
5220,,,,,,
5221,Kabupaten/Kota,,,,,
5222,,,,,,
5223,Nasional,Propinsi,Kabupaten/Kota,,Juara 3,Juara 1
5224,Nasional,,,Medali Emas,,
5228,Internasional,Nasional,Kabupaten/Kota,,,
5233,Nasional,Nasional,,Medali Emas,Medali Emas,
5235,Kabupaten/Kota,Nasional,Nasional,,Medali Emas,Medali Emas
5236,Nasional,Kabupaten/Kota,Nasional,,,
5243,Nasional,,,,,
5244,Internasional,Internasional,Nasional,Medali Perak,,Medali Perak
5246,Kabupaten/Kota,Nasional,Kabupaten/Kota,,,
5247,,,,,,
5251,,,,,,
5252,,,,,,
5255,Propinsi,Nasional,Nasional,,Juara 3,Juara 1
5257,Nasional,,,Juara 2,,
5259,Nasional,Kabupaten/Kota,,Juara 3,,
5260,,,,,,
5262,Propinsi,,,,,
5263,Kabupaten/Kota,,,Juara 2,,
5264,Nasional,Nasional,Nasional,Juara 2,Juara 3,
5268,,,,,,
5269,,,,,,
5271,Nasional,,,,,
5272,,,,,,
5275,Internasional,Nasional,Nasional,,,
5276,Propinsi,,,,,
5279,Kabupaten/Kota,,,,,
5281,,,,,,
5282,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perunggu,
5283,,,,,,
5284,Nasional,Nasional,,,,
5287,Nasional,Kabupaten/Kota,,Juara 3,,
5293,,,,,,
5294,,,,,,
5295,,,,,,
5296,Nasional,Nasional,,,Medali Emas,
5299,Nasional,Kabupaten/Kota,,Medali Perak,,
5301,,,,,,
5304,,,,,,
5305,,,,,,
5306,Nasional,,,Medali Emas,,
5307,,,,,,
5308,Nasional,,,Juara 2,,
5309,Nasional,,,,,
5310,,,,,,
5311,Nasional,Nasional,Nasional,,,Medali Perunggu
5317,Nasional,Nasional,Nasional,,,
5318,Nasional,Nasional,,Juara 1,,
5321,,,,,,
5323,,,,,,
5324,Nasional,Nasional,Kabupaten/Kota,,,
5325,,,,,,
5326,,,,,,
5327,,,,,,
5328,,,,,,
5329,,,,,,
5331,,,,,,
5335,Kabupaten/Kota,Kabupaten/Kota,,Juara 3,Juara 3,
5336,,,,,,
5339,Internasional,,,,,
5341,Nasional,Kabupaten/Kota,Nasional,,,Medali Emas
5342,,,,,,
5344,,,,,,
5345,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
5346,,,,,,
5349,Nasional,,,,,
5350,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
5351,,,,,,
5356,,,,,,
5359,Nasional,,,,,
5360,,,,,,
5361,Kabupaten/Kota,Nasional,Nasional,Juara 1,Medali Perak,Medali Emas
5363,Nasional,Nasional,Propinsi,Juara 2,Juara 2,Juara 1
5364,,,,,,
5367,,,,,,
5368,Propinsi,Kabupaten/Kota,,,,
5369,,,,,,
5372,,,,,,
5373,Kabupaten/Kota,,,,,
5377,Internasional,,,,,
5379,Propinsi,Propinsi,Propinsi,Juara 1,Juara 2,Juara 3
5380,,,,,,
5382,,,,,,
5383,,,,,,
5385,,,,,,
5386,Kabupaten/Kota,,,,,
5391,,,,,,
5392,,,,,,
5394,,,,,,
5395,,,,,,
5396,Kabupaten/Kota,,,,,
5397,Propinsi,Nasional,,Juara 1,,
5399,,,,,,
5400,,,,,,
5401,,,,,,
5402,Nasional,,,,,
5404,,,,,,
5405,Nasional,Nasional,Nasional,Juara 2,Medali Emas,Medali Perunggu
5407,Kabupaten/Kota,Nasional,,,,
5409,Nasional,Nasional,,,,
5412,,,,,,
5413,Propinsi,Kabupaten/Kota,,,,
5416,Kabupaten/Kota,Nasional,Nasional,Juara 2,Juara 1,
5417,,,,,,
5418,Propinsi,Nasional,Nasional,,Medali Perak,
5421,Nasional,Nasional,,Medali Perak,Medali Perunggu,
5422,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,Medali Emas
5425,,,,,,
5427,Nasional,Nasional,Nasional,,,
5429,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
5431,,,,,,
5434,Kabupaten/Kota,Nasional,Nasional,Juara 2,Juara 1,Juara 2
5438,Kabupaten/Kota,,,,,
5441,,,,,,
5443,Nasional,Kabupaten/Kota,,Juara 1,,
5444,,,,,,
5446,,,,,,
5448,Propinsi,Propinsi,Kabupaten/Kota,Juara 3,Juara 3,
5454,Internasional,Propinsi,Kabupaten/Kota,Medali Emas,Juara 3,
5455,,,,,,
5456,,,,,,
5459,,,,,,
5460,,,,,,
5462,,,,,,
5463,Nasional,,,,,
5464,Nasional,Kabupaten/Kota,Propinsi,Juara 1,Juara 1,
5465,,,,,,
5467,Propinsi,Propinsi,Propinsi,Juara 1,Juara 1,Juara 1
5468,Kabupaten/Kota,Nasional,Kabupaten/Kota,,,
5471,,,,,,
5473,,,,,,
5474,Propinsi,Nasional,Propinsi,Juara 1,,Juara 2
5477,,,,,,
5479,,,,,,
5480,,,,,,
5481,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 1
5483,,,,,,
5484,Kabupaten/Kota,Kabupaten/Kota,,,,
5486,,,,,,
5487,,,,,,
5489,Nasional,Propinsi,Nasional,Medali Emas,Juara 2,Medali Perak
5491,,,,,,
5492,Kabupaten/Kota,,,Juara 2,,
5494,Nasional,Nasional,,Medali Emas,Medali Emas,
5497,Nasional,Kabupaten/Kota,Kabupaten/Kota,Juara 3,Juara 2,
5500,,,,,,
5501,Nasional,Nasional,Propinsi,,Medali Emas,
5502,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,Juara 1,
5503,,,,,,
5506,,,,,,
5507,Nasional,Nasional,Nasional,Juara 1,Juara 3,Juara 3
5508,,,,,,
5510,Kabupaten/Kota,,,,,
5513,Nasional,Nasional,Kabupaten/Kota,Medali Perunggu,Medali Emas,
5515,Propinsi,Internasional,Nasional,Juara 1,Medali Perak,Juara 1
5516,,,,,,
5517,Kabupaten/Kota,Nasional,,,,
5518,,,,,,
5520,,,,,,
5521,Nasional,Propinsi,,Medali Emas,Medali Perunggu,
5522,,,,,,
5523,,,,,,
5524,Kabupaten/Kota,,,,,
5525,Kabupaten/Kota,,,,,
5526,Nasional,,,,,
5527,Nasional,Nasional,Nasional,,,
5528,,,,,,
5529,Kabupaten/Kota,,,,,
5530,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,,Juara 3
5531,,,,,,
5532,,,,,,
5533,Nasional,Nasional,Nasional,Medali Emas,,
5535,,,,,,
5540,Nasional,Propinsi,Propinsi,Juara 2,Juara 1,Juara 2
5541,Kabupaten/Kota,,,,,
5543,,,,,,
5547,,,,,,
5548,,,,,,
5549,,,,,,
5551,,,,,,
5552,,,,,,
5555,,,,,,
5556,,,,,,
5557,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 3,Juara 1
5558,Kabupaten/Kota,Nasional,Internasional,,,
5559,,,,,,
5564,,,,,,
5568,,,,,,
5570,,,,,,
5571,Nasional,Nasional,Propinsi,Juara 1,Juara 3,Juara 1
5572,,,,,,
5573,,,,,,
5575,,,,,,
5578,,,,,,
5580,,,,,,
5581,Kabupaten/Kota,Kabupaten/Kota,Propinsi,Juara 2,Juara 2,Juara 3
5582,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 2,Juara 2,Juara 3
5585,,,,,,
5586,,,,,,
5589,,,,,,
5593,,,,,,
5594,Nasional,Nasional,,Medali Perunggu,Medali Perunggu,
5595,Propinsi,Nasional,Nasional,,Medali Perunggu,Medali Perunggu
5597,Nasional,Nasional,Propinsi,Medali Emas,Medali Perunggu,
5598,Kabupaten/Kota,,,,,
5599,,,,,,
5601,Nasional,Nasional,Kabupaten/Kota,Juara 1,,
5603,Nasional,,,,,
5607,,,,,,
5619,Kabupaten/Kota,,,,,
5620,Kabupaten/Kota,,,,,
5621,,,,,,
5623,Kabupaten/Kota,,,,,
5627,Kabupaten/Kota,Kabupaten/Kota,Propinsi,,,Juara 2
5630,Internasional,Internasional,Internasional,,,
5631,,,,,,
