id,pres1_jenjang,pres2_jenjang,pres3_jenjang,juara_pres1,juara_pres2,juara_pres3
5632,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 3,
5634,,,,,,
5636,,,,,,
5637,Kabupaten/Kota,,,Juara 1,,
5638,,,,,,
5639,Internasional,Nasional,Nasional,,Juara 1,
5640,Nasional,,,,,
5641,,,,,,
5643,Internasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
5647,,,,,,
5648,Kabupaten/Kota,,,Juara 1,,
5650,,,,,,
5651,Kabupaten/Kota,Nasional,Nasional,Juara 3,,Juara 2
5653,,,,,,
5658,,,,,,
5659,,,,,,
5661,Nasional,Nasional,Propinsi,Juara 1,,
5667,,,,,,
5671,Propinsi,Kabupaten/Kota,Nasional,,,
5677,,,,,,
5681,Nasional,Nasional,Nasional,,,
5682,Nasional,,,,,
5687,,,,,,
5689,Kabupaten/Kota,,,,,
5691,,,,,,
5692,,,,,,
5694,Propinsi,,,Juara 2,,
5695,,,,,,
5696,,,,,,
5697,Nasional,,,Juara 3,,
5701,Internasional,Internasional,Kabupaten/Kota,,Medali Perunggu,
5703,,,,,,
5704,,,,,,
5706,Nasional,Nasional,Nasional,Juara 3,,Juara 3
5707,Kabupaten/Kota,Propinsi,Nasional,,Juara 3,Medali Emas
5709,,,,,,
5710,Nasional,,,Juara 3,,
5711,,,,,,
5712,,,,,,
5713,,,,,,
5717,Kabupaten/Kota,,,Juara 2,,
5718,,,,,,
5720,,,,,,
5721,,,,,,
5722,,,,,,
5723,Kabupaten/Kota,Nasional,Nasional,Juara 1,,
5725,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
5726,,,,,,
5728,,,,,,
5729,,,,,,
5730,,,,,,
5733,Kabupaten/Kota,,,,,
5734,,,,,,
5735,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,Juara 3,Juara 3
5737,,,,,,
5739,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 2
5740,Kabupaten/Kota,,,,,
5741,,,,,,
5742,,,,,,
5743,Nasional,,,,,
5744,Nasional,Nasional,Kabupaten/Kota,,Juara 3,
5745,Kabupaten/Kota,,,,,
5747,Propinsi,Kabupaten/Kota,,,,
5748,Propinsi,Kabupaten/Kota,,,Juara 1,
5751,,,,,,
5752,,,,,,
5753,,,,,,
5754,,,,,,
5755,Nasional,Nasional,Nasional,,Juara 2,Juara 2
5756,,,,,,
5757,,,,,,
5761,,,,,,
5762,,,,,,
5763,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 3,Medali Emas
5766,Nasional,Kabupaten/Kota,,,Juara 3,
5767,,,,,,
5768,,,,,,
5769,,,,,,
5770,,,,,,
5771,,,,,,
5772,,,,,,
5773,,,,,,
5774,Kabupaten/Kota,Kabupaten/Kota,,,,
5775,Internasional,,,,,
5778,,,,,,
5780,Nasional,,,Juara 3,,
5782,,,,,,
5784,,,,,,
5785,,,,,,
5786,,,,,,
5789,Nasional,Propinsi,Propinsi,,,
5791,,,,,,
5793,,,,,,
5794,,,,,,
5796,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
5797,,,,,,
5798,,,,,,
5799,Nasional,Nasional,,Juara 3,Juara 3,
5800,,,,,,
5801,Nasional,Propinsi,Nasional,Medali Perak,,
5803,Nasional,,,,,
5804,Nasional,Propinsi,,Juara 3,Juara 1,
5806,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
5807,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
5809,,,,,,
5810,Internasional,,,,,
5812,,,,,,
5813,Internasional,,,Medali Perunggu,,
5814,,,,,,
5815,,,,,,
5817,Nasional,Nasional,Nasional,,Medali Emas,Medali Emas
5818,,,,,,
5820,,,,,,
5822,Propinsi,Propinsi,Nasional,Juara 1,Juara 2,Juara 2
5826,Propinsi,Nasional,Nasional,Juara 1,Juara 3,
5828,Kabupaten/Kota,,,,,
5832,,,,,,
5833,Propinsi,Nasional,Kabupaten/Kota,Juara 1,,
5834,,,,,,
5835,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 1,
5837,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,
5839,,,,,,
5845,,,,,,
5846,Kabupaten/Kota,Kabupaten/Kota,,,Juara 1,
5848,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 1,
5849,Internasional,Internasional,Internasional,Medali Perak,Medali Emas,Medali Emas
5850,Nasional,Nasional,,,,
5851,Nasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
5853,Kabupaten/Kota,,,Juara 3,,
5854,,,,,,
5855,,,,,,
5856,Internasional,Propinsi,,Medali Perunggu,Juara 1,
5858,Internasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Emas
5861,Internasional,,,Medali Perak,,
5863,Nasional,Propinsi,Kabupaten/Kota,,,
5865,,,,,,
5866,,,,,,
5867,,,,,,
5868,Nasional,Nasional,Internasional,,,
5869,,,,,,
5870,,,,,,
5873,Nasional,,,,,
5874,,,,,,
5875,Nasional,Nasional,Nasional,,,
5876,Kabupaten/Kota,,,Juara 1,,
5878,,,,,,
5879,Nasional,Nasional,Kabupaten/Kota,,,Juara 1
5882,Kabupaten/Kota,,,,,
5884,Propinsi,,,Juara 1,,
5886,Kabupaten/Kota,Nasional,Nasional,,Medali Emas,Medali Perunggu
5888,,,,,,
5889,,,,,,
5890,,,,,,
5891,Kabupaten/Kota,,,,,
5892,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,Medali Emas
5894,,,,,,
5895,,,,,,
5896,,,,,,
5897,Propinsi,,,,,
5898,Nasional,Internasional,Internasional,Medali Emas,Medali Emas,Medali Emas
5899,Kabupaten/Kota,Nasional,Kabupaten/Kota,,Medali Emas,Juara 3
5900,,,,,,
5901,,,,,,
5903,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,
5904,,,,,,
5905,,,,,,
5906,Nasional,,,,,
5909,Kabupaten/Kota,,,,,
5912,Kabupaten/Kota,,,,,
5916,Kabupaten/Kota,Nasional,Nasional,,,
5917,Kabupaten/Kota,,,Juara 1,,
5918,,,,,,
5919,,,,,,
5921,,,,,,
5923,,,,,,
5924,,,,,,
5925,Nasional,,,,,
5926,,,,,,
5929,,,,,,
5930,,,,,,
5932,Nasional,Kabupaten/Kota,,Juara 1,,
5933,Kabupaten/Kota,,,Juara 2,,
5934,,,,,,
5935,,,,,,
5937,,,,,,
5939,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perunggu,Medali Perak
5940,Propinsi,Nasional,,,Juara 3,
5942,,,,,,
5946,Internasional,Nasional,Nasional,Medali Emas,,Medali Emas
5948,,,,,,
5950,,,,,,
5953,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,,
5957,Nasional,,,Medali Emas,,
5958,,,,,,
5960,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
5961,,,,,,
5962,Nasional,Nasional,Nasional,Medali Perak,,
5964,,,,,,
5966,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
5967,,,,,,
5968,,,,,,
5969,Propinsi,Propinsi,Nasional,,,
5970,Kabupaten/Kota,Kabupaten/Kota,,,,
5971,,,,,,
5972,Kabupaten/Kota,Nasional,,Juara 2,Juara 3,
5973,,,,,,
5974,,,,,,
5975,Kabupaten/Kota,,,Juara 3,,
5976,,,,,,
5977,,,,,,
5978,,,,,,
5979,,,,,,
5981,,,,,,
5983,,,,,,
5985,,,,,,
5986,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 2
5988,,,,,,
5989,Nasional,,,,,
5990,,,,,,
5992,,,,,,
5994,,,,,,
5995,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
5999,Nasional,,,Juara 1,,
6000,,,,,,
6001,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,Juara 3
6002,,,,,,
6003,Nasional,Nasional,Nasional,Juara 2,,
6005,,,,,,
6006,,,,,,
6007,Kabupaten/Kota,,,,,
6008,,,,,,
6009,,,,,,
6011,Nasional,Nasional,,Medali Perak,Medali Perunggu,
6012,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,Medali Emas
6013,Internasional,Nasional,,,,
6015,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perunggu
6016,,,,,,
6018,,,,,,
6019,,,,,,
6020,,,,,,
6022,Kabupaten/Kota,Kabupaten/Kota,,,,
6023,Nasional,Nasional,Nasional,,Juara 2,Juara 2
6029,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 2
6031,Internasional,Internasional,Nasional,,,
6035,,,,,,
6036,,,,,,
6037,Internasional,,,,,
6038,Propinsi,,,Juara 2,,
6040,Nasional,Nasional,Nasional,,,
6044,Kabupaten/Kota,,,,,
6048,,,,,,
6049,Kabupaten/Kota,Nasional,Nasional,Juara 1,,Medali Emas
6050,Nasional,Nasional,Nasional,Juara 3,,
6053,Nasional,Nasional,Nasional,Juara 2,,Medali Emas
6054,,,,,,
6055,,,,,,
6056,,,,,,
6057,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,
6058,,,,,,
6061,Kabupaten/Kota,,,,,
6062,,,,,,
6063,,,,,,
6065,,,,,,
6066,Kabupaten/Kota,,,Juara 1,,
6068,Kabupaten/Kota,Kabupaten/Kota,,,,
6070,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,Medali Emas
6073,,,,,,
6075,Internasional,Kabupaten/Kota,,,,
6078,Nasional,Nasional,Nasional,Juara 2,Juara 3,
6079,,,,,,
6081,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,,
6082,Kabupaten/Kota,Kabupaten/Kota,,,Juara 2,
6083,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 3,Juara 3,Juara 2
6086,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
6087,Nasional,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 3
6089,Nasional,Nasional,,Medali Emas,,
6090,,,,,,
6092,Kabupaten/Kota,,,Juara 1,,
6093,Nasional,,,,,
6094,,,,,,
6095,Nasional,Nasional,,Juara 1,Medali Emas,
6101,,,,,,
6102,,,,,,
6103,,,,,,
6105,,,,,,
6107,,,,,,
6108,Kabupaten/Kota,,,Juara 3,,
6109,Kabupaten/Kota,,,,,
6110,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 3,Juara 3
6113,,,,,,
6116,Kabupaten/Kota,Nasional,Internasional,,Medali Perunggu,
6119,Kabupaten/Kota,Nasional,,,,
6120,Nasional,Nasional,Nasional,,,Medali Perunggu
6121,,,,,,
6123,Nasional,,,,,
6124,,,,,,
6125,,,,,,
6126,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,
6127,Kabupaten/Kota,Kabupaten/Kota,,,,
6128,Nasional,Nasional,Kabupaten/Kota,Medali Emas,Medali Emas,Juara 1
6131,Internasional,Nasional,Nasional,Juara 1,Juara 2,Juara 3
6137,,,,,,
6138,,,,,,
6139,Nasional,Nasional,,Medali Perak,,
6140,,,,,,
6141,Nasional,Nasional,Kabupaten/Kota,Juara 1,,
6142,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
6143,,,,,,
6146,,,,,,
6147,,,,,,
6150,,,,,,
6151,,,,,,
6152,Nasional,Kabupaten/Kota,,,Juara 1,
6153,Propinsi,Propinsi,Propinsi,Juara 1,Juara 2,Juara 3
6154,Nasional,Propinsi,,Medali Perunggu,Medali Perak,
6155,,,,,,
6156,,,,,,
6160,Internasional,,,Medali Emas,,
6162,Nasional,,,Juara 3,,
6164,,,,,,
6167,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,Juara 2,
6168,,,,,,
6171,Kabupaten/Kota,Kabupaten/Kota,,,,
6172,Nasional,Kabupaten/Kota,Nasional,,,Juara 3
6173,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 3,
6174,,,,,,
6175,,,,,,
6177,Nasional,Kabupaten/Kota,,,,
6178,,,,,,
6183,Nasional,Nasional,Nasional,,,
6184,Internasional,Kabupaten/Kota,Kabupaten/Kota,,Juara 3,
6185,Kabupaten/Kota,Nasional,Nasional,Juara 3,,
6186,,,,,,
6189,,,,,,
6190,,,,,,
6191,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 1,
6192,,,,,,
6193,,,,,,
6194,Internasional,Internasional,Nasional,Medali Emas,Juara 2,Juara 1
6195,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
6196,Propinsi,,,Juara 1,,
6197,,,,,,
6199,,,,,,
6202,,,,,,
6203,Kabupaten/Kota,Nasional,Nasional,,Juara 1,
6208,Nasional,Nasional,Nasional,Juara 2,Juara 3,
6209,,,,,,
6210,,,,,,
6211,,,,,,
6213,,,,,,
6214,,,,,,
6217,,,,,,
6218,Nasional,Nasional,Kabupaten/Kota,Medali Perak,,
6220,,,,,,
6221,,,,,,
6222,,,,,,
6223,,,,,,
6224,,,,,,
6226,Nasional,,,Medali Perak,,
6227,Nasional,Nasional,,,,
6229,,,,,,
6230,,,,,,
6231,Nasional,,,Medali Emas,,
6234,Nasional,Internasional,Internasional,Medali Perunggu,Medali Perak,Medali Perak
6236,,,,,,
6237,,,,,,
6238,,,,,,
6239,,,,,,
6242,Nasional,Nasional,,,,
6243,Nasional,Nasional,Kabupaten/Kota,Juara 2,Juara 3,
6245,,,,,,
6246,Kabupaten/Kota,Nasional,,,,
6247,,,,,,
6248,,,,,,
6249,,,,,,
6252,,,,,,
6253,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
6254,Kabupaten/Kota,,,Juara 1,,
6255,,,,,,
6256,,,,,,
6257,,,,,,
6258,Nasional,Kabupaten/Kota,,,,
6260,,,,,,
6262,Nasional,,,Medali Emas,,
6265,,,,,,
6267,Nasional,Propinsi,,,Juara 2,
6268,,,,,,
6269,Internasional,Internasional,Propinsi,Medali Emas,Medali Perunggu,
6271,,,,,,
6272,,,,,,
6273,Kabupaten/Kota,,,,,
6274,,,,,,
6276,Kabupaten/Kota,,,,,
6277,,,,,,
6278,,,,,,
6279,,,,,,
6281,,,,,,
6282,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
6285,Nasional,Nasional,Kabupaten/Kota,,,
6286,,,,,,
6288,Kabupaten/Kota,,,,,
6289,Nasional,Nasional,,Medali Perak,Medali Emas,
6291,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
6299,,,,,,
6300,,,,,,
6301,Kabupaten/Kota,Nasional,Nasional,,Juara 2,
6303,,,,,,
6309,Nasional,Nasional,Propinsi,Juara 2,,Juara 2
6311,Nasional,,,,,
6312,,,,,,
6315,,,,,,
6317,Nasional,Nasional,Kabupaten/Kota,Medali Emas,Medali Emas,
6318,,,,,,
6319,,,,,,
6322,,,,,,
6324,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,,
6325,,,,,,
6326,,,,,,
6329,,,,,,
6330,,,,,,
6331,,,,,,
6333,,,,,,
6334,Nasional,,,Juara 1,,
6338,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 3,,
6341,,,,,,
6342,Kabupaten/Kota,Kabupaten/Kota,,,,
6344,,,,,,
6347,Kabupaten/Kota,,,Juara 3,,
6348,,,,,,
6350,,,,,,
6351,Kabupaten/Kota,Nasional,,,,
6352,,,,,,
6353,Nasional,Propinsi,,Juara 2,Juara 3,
6357,,,,,,
6361,,,,,,
6362,Propinsi,Nasional,Kabupaten/Kota,Medali Perunggu,,Juara 2
6363,Nasional,Nasional,Nasional,,,
6364,Internasional,Propinsi,Kabupaten/Kota,,Juara 2,
6367,,,,,,
6369,Nasional,,,Juara 3,,
6370,,,,,,
6371,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,
6374,,,,,,
6375,,,,,,
6377,Propinsi,,,Juara 3,,
6379,,,,,,
6380,,,,,,
6383,,,,,,
6387,,,,,,
6388,,,,,,
6389,Nasional,Nasional,,,,
6390,,,,,,
6391,Nasional,,,,,
6392,,,,,,
6395,,,,,,
6396,,,,,,
6397,Kabupaten/Kota,Kabupaten/Kota,,,,
6398,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,
6402,,,,,,
6403,,,,,,
6404,,,,,,
6405,Kabupaten/Kota,,,,,
6406,,,,,,
6407,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
6408,Nasional,Nasional,,Juara 1,Juara 2,
6409,,,,,,
6410,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
6412,Nasional,Nasional,Internasional,Juara 1,Juara 1,Juara 1
6413,Kabupaten/Kota,,,,,
6417,,,,,,
6418,,,,,,
6422,,,,,,
6423,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,Juara 1
6425,,,,,,
6426,Propinsi,Nasional,Kabupaten/Kota,,,
6427,Kabupaten/Kota,,,,,
6431,Nasional,Nasional,Nasional,,Juara 2,Juara 1
6433,,,,,,
6434,,,,,,
6435,,,,,,
6436,,,,,,
6438,,,,,,
6440,,,,,,
6444,Nasional,Nasional,Nasional,Juara 3,,Medali Emas
6445,,,,,,
6446,Kabupaten/Kota,,,,,
6447,,,,,,
6448,,,,,,
6449,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,Medali Perak
6450,Propinsi,,,Juara 2,,
6455,,,,,,
6456,,,,,,
6457,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
6458,,,,,,
6460,,,,,,
6463,Nasional,Nasional,,,Medali Emas,
6464,,,,,,
6465,Kabupaten/Kota,Nasional,Nasional,,,
6466,Nasional,Nasional,Nasional,Juara 3,,Juara 2
6467,Kabupaten/Kota,Nasional,,,,
6471,Kabupaten/Kota,,,,,
6472,Nasional,Nasional,Propinsi,,Medali Emas,Juara 3
6473,Propinsi,,,,,
6475,Nasional,Nasional,,Juara 1,Juara 2,
6479,,,,,,
6481,,,,,,
6482,Nasional,,,,,
6484,,,,,,
6486,Internasional,Nasional,Nasional,Juara 3,Juara 3,Juara 2
6495,,,,,,
6496,,,,,,
6497,,,,,,
6498,Internasional,Internasional,Kabupaten/Kota,Medali Emas,,Medali Emas
6499,,,,,,
6501,Kabupaten/Kota,,,Juara 2,,
6504,Kabupaten/Kota,,,Juara 3,,
6505,,,,,,
6507,,,,,,
6508,,,,,,
6510,Internasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perak
6511,Nasional,Nasional,,,,
6513,,,,,,
6515,,,,,,
6516,,,,,,
6519,,,,,,
6520,,,,,,
6521,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Emas
6524,,,,,,
6525,Nasional,Nasional,Nasional,,,Medali Perak
6526,,,,,,
6527,,,,,,
6528,,,,,,
6529,,,,,,
6531,,,,,,
6535,,,,,,
6536,,,,,,
6543,Nasional,Nasional,Nasional,Medali Perak,,
6544,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
6545,,,,,,
6548,Nasional,,,Medali Emas,,
6549,,,,,,
6550,Nasional,Nasional,,Medali Emas,Medali Perak,
6553,,,,,,
6554,,,,,,
6555,,,,,,
6557,,,,,,
6559,,,,,,
6560,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Juara 1
6563,,,,,,
6565,,,,,,
6566,Nasional,Nasional,Kabupaten/Kota,,,
6567,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 2,,
6569,,,,,,
6570,Propinsi,Kabupaten/Kota,Nasional,,,
6572,,,,,,
6580,Nasional,Nasional,,Medali Emas,,
6582,,,,,,
6583,,,,,,
6587,,,,,,
6590,Nasional,Propinsi,,Medali Emas,,
6591,Internasional,,,,,
6592,Nasional,Nasional,Kabupaten/Kota,Juara 1,Juara 2,Juara 2
6594,Propinsi,Propinsi,Propinsi,Juara 1,Juara 3,
6595,,,,,,
6596,Kabupaten/Kota,,,Juara 1,,
6597,Nasional,Nasional,Internasional,Medali Emas,Juara 1,
6598,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
6599,,,,,,
6601,,,,,,
6603,,,,,,
6604,,,,,,
6606,,,,,,
6608,Propinsi,Kabupaten/Kota,,Juara 2,,
6610,Internasional,Internasional,Internasional,Medali Emas,Medali Perak,Medali Perunggu
6611,Nasional,Nasional,Nasional,Medali Emas,,
6612,Kabupaten/Kota,Kabupaten/Kota,,,,
6615,,,,,,
6616,Nasional,Nasional,Nasional,,,
6618,Propinsi,Nasional,Internasional,Medali Perunggu,,Medali Perunggu
6620,,,,,,
6621,,,,,,
6623,,,,,,
6624,,,,,,
6625,Kabupaten/Kota,Nasional,,Juara 1,,
6626,Internasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Emas
6627,,,,,,
6628,,,,,,
6633,,,,,,
6634,Propinsi,Propinsi,,Juara 1,,
6635,,,,,,
6636,,,,,,
6637,,,,,,
6638,,,,,,
6640,,,,,,
6642,Kabupaten/Kota,,,Juara 3,,
6644,,,,,,
6645,,,,,,
6646,Kabupaten/Kota,,,,,
6647,Propinsi,Nasional,Kabupaten/Kota,,,Juara 1
6650,Propinsi,,,,,
6651,,,,,,
6655,,,,,,
6656,,,,,,
6658,Nasional,Nasional,Nasional,Medali Perak,Juara 3,
6659,,,,,,
6660,,,,,,
6661,,,,,,
6664,,,,,,
6665,,,,,,
6667,,,,,,
6668,,,,,,
6672,,,,,,
6676,Nasional,Nasional,,Medali Perunggu,Medali Perunggu,
6678,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perak,Medali Perunggu
6679,Nasional,,,,,
6681,Nasional,Nasional,,Medali Perak,,
6682,,,,,,
6684,Internasional,,,,,
6685,Kabupaten/Kota,,,Juara 3,,
6689,,,,,,
6690,Nasional,Nasional,,Medali Perak,Medali Emas,
6691,Internasional,,,,,
6692,Propinsi,Kabupaten/Kota,,,,
6693,,,,,,
6695,,,,,,
6696,Internasional,,,,,
6698,Nasional,Nasional,Nasional,,,
6699,Kabupaten/Kota,,,Juara 3,,
6700,,,,,,
6701,Nasional,Nasional,,,,
6703,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,
6704,,,,,,
6705,,,,,,
6706,Kabupaten/Kota,,,,,
6707,Kabupaten/Kota,Kabupaten/Kota,,,,
6708,,,,,,
6710,Nasional,Kabupaten/Kota,,,,
6712,Internasional,Propinsi,,,,
6713,,,,,,
6717,,,,,,
6718,,,,,,
6719,,,,,,
6720,Nasional,Nasional,,Juara 3,,
6721,,,,,,
6722,,,,,,
6723,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Perak
6724,,,,,,
6725,,,,,,
6727,,,,,,
6729,Propinsi,Nasional,Nasional,Medali Perak,,
6730,,,,,,
6731,,,,,,
6732,,,,,,
6734,Internasional,,,,,
6735,,,,,,
6736,Nasional,Nasional,,,Medali Perak,
6740,Kabupaten/Kota,,,,,
6742,Nasional,Nasional,,Juara 1,Juara 2,
6743,Kabupaten/Kota,,,,,
6745,Nasional,Kabupaten/Kota,,,,
6747,,,,,,
6748,,,,,,
6749,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 3
6750,,,,,,
6751,,,,,,
6752,,,,,,
6753,,,,,,
6754,Propinsi,,,Medali Perunggu,,
6756,,,,,,
6757,Nasional,Nasional,Nasional,,,
6759,Kabupaten/Kota,,,Juara 2,,
6760,Kabupaten/Kota,,,Juara 2,,
6761,,,,,,
6762,Nasional,Propinsi,Propinsi,Medali Emas,,
6763,,,,,,
6765,,,,,,
6766,,,,,,
6767,Kabupaten/Kota,Kabupaten/Kota,,,,
6768,Propinsi,,,Juara 2,,
6769,,,,,,
6770,,,,,,
6773,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
6774,,,,,,
6776,,,,,,
6778,,,,,,
6779,,,,,,
6781,Nasional,,,,,
6782,,,,,,
6785,,,,,,
6786,Nasional,Nasional,,,,
6788,Nasional,Nasional,Propinsi,Juara 1,Medali Emas,
6789,,,,,,
6790,,,,,,
6791,,,,,,
6793,,,,,,
6795,,,,,,
6797,Nasional,,,,,
6798,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
6799,Nasional,Nasional,Nasional,Juara 1,Medali Emas,Medali Perak
6802,,,,,,
6803,,,,,,
6804,,,,,,
6805,,,,,,
6806,,,,,,
6807,,,,,,
6811,Propinsi,,,,,
6812,,,,,,
6813,Nasional,Nasional,,,,
6819,,,,,,
6826,Propinsi,Propinsi,Kabupaten/Kota,,,Juara 1
6827,Kabupaten/Kota,Nasional,Propinsi,,,Juara 3
6828,Nasional,Propinsi,Propinsi,,,
6830,,,,,,
6832,,,,,,
6833,Kabupaten/Kota,,,,,
6834,,,,,,
6835,Kabupaten/Kota,,,Juara 2,,
6837,Nasional,,,,,
6839,Nasional,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,
6840,Kabupaten/Kota,,,,,
6841,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
6842,,,,,,
6843,,,,,,
6844,Nasional,,,,,
6846,,,,,,
6847,Nasional,Nasional,Nasional,,Juara 1,
6850,Propinsi,Kabupaten/Kota,,,,
6852,,,,,,
6853,,,,,,
6854,,,,,,
6855,,,,,,
6859,,,,,,
6861,,,,,,
6863,Kabupaten/Kota,,,,,
6865,Internasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
6866,,,,,,
6869,Kabupaten/Kota,,,Juara 2,,
6870,Nasional,Nasional,,Medali Emas,Medali Perak,
6871,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 3
6872,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 2,Juara 3
6873,Nasional,Nasional,,Medali Perak,Medali Perak,
6874,,,,,,
6876,,,,,,
6877,Nasional,,,Juara 3,,
6885,Kabupaten/Kota,,,,,
6888,,,,,,
6891,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Juara 2
6892,,,,,,
6895,,,,,,
6897,Internasional,Internasional,Internasional,Juara 1,Juara 2,Juara 2
6899,Nasional,Nasional,Nasional,,,
6901,Nasional,Nasional,Nasional,Medali Emas,Juara 1,Juara 1
6902,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,Medali Emas
6905,,,,,,
6907,,,,,,
6909,,,,,,
6913,,,,,,
6914,,,,,,
6917,Kabupaten/Kota,,,,,
6918,,,,,,
6919,,,,,,
6920,,,,,,
6922,,,,,,
6923,Kabupaten/Kota,,,,,
6924,Nasional,Propinsi,Nasional,,,
6928,,,,,,
6932,Kabupaten/Kota,,,,,
6936,,,,,,
6941,Nasional,,,,,
6943,Kabupaten/Kota,,,,,
6944,,,,,,
6945,Nasional,,,Medali Perak,,
6946,Nasional,Nasional,Nasional,,,
6947,Internasional,Nasional,Kabupaten/Kota,,,
6948,Nasional,Nasional,Nasional,,,
6949,Nasional,Nasional,Propinsi,Juara 1,Juara 3,Juara 1
6950,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
6951,,,,,,
6952,,,,,,
6955,,,,,,
6957,Kabupaten/Kota,,,,,
6958,,,,,,
6960,,,,,,
6961,,,,,,
6962,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perak
6963,,,,,,
6964,Nasional,Propinsi,,Medali Emas,,
6965,,,,,,
6966,Internasional,,,Medali Emas,,
6967,,,,,,
6968,,,,,,
6969,,,,,,
6970,,,,,,
6974,Kabupaten/Kota,,,,,
6977,,,,,,
6978,,,,,,
6980,Nasional,Nasional,Kabupaten/Kota,Juara 2,,Juara 3
6981,Propinsi,,,,,
6984,,,,,,
6986,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
6987,,,,,,
6988,,,,,,
6989,,,,,,
